name,n,n_start,n_end,pct_start,pct_end,mean_lat,mean_lon
AVERS AVE & BELMONT AVE,5282,2492,2790,47.17909882620219,52.82090117379781,41.93940783365133,-87.723571984668
AVONDALE AVE & IRVING PARK RD,5055,2602,2453,51.473788328387734,48.526211671612266,41.953398101577775,-87.73199312545024
BALTIMORE AVE & 87TH ST,444,208,236,46.846846846846844,53.153153153153156,41.737338498233854,-87.54850750388967
BASE - 2132 W HUBBARD,105,17,88,16.19047619047619,83.80952380952381,41.889968193767466,-87.6801703003176
BENNETT AVE & 79TH ST,103,58,45,56.310679611650485,43.689320388349515,41.75179214098382,-87.57849811655016
BENSON AVE & CHURCH ST,12137,5987,6150,49.32849962923292,50.67150037076708,42.048218206463105,-87.68348183219261
BERNARD ST & ELSTON AVE,3757,1876,1881,49.933457545914294,50.066542454085706,41.949925828503595,-87.71395607256933
BIG MARSH PARK,513,259,254,50.487329434697855,49.512670565302145,41.68587813095857,-87.57381963701212
BISSELL ST & ARMITAGE AVE*,19533,9268,10265,47.4479086673834,52.5520913326166,41.918323261564645,-87.65218265360414
BLACKSTONE AVE & 59TH ST,4699,2450,2249,52.1387529261545,47.8612470738455,41.787905036883096,-87.59047829580507
BLACKSTONE AVE & HYDE PARK BLVD,9178,4694,4484,51.14404009588146,48.85595990411854,41.80257279009501,-87.59036878344152
BLOOMINGDALE AVE & HARLEM AVE,154,86,68,55.84415584415584,44.15584415584416,41.91107848332684,-87.80777790464286
BLUE ISLAND AVE & 18TH ST,11690,5532,6158,47.32249786142002,52.67750213857998,41.85753202361899,-87.6615543073767
BOSWORTH AVE & HOWARD ST,1847,942,905,51.00162425554954,48.99837574445046,42.01953659222667,-87.66954608181501
BRADLEY PARK,26,15,11,57.69230769230769,42.30769230769231,41.71788408602693,-87.56458601523366
BROADWAY & ARGYLE ST,16875,8526,8349,50.52444444444444,49.47555555555556,41.97378080672818,-87.65970189729484
BROADWAY & BARRY AVE,57367,28307,29060,49.343699339341434,50.656300660658566,41.937594496836624,-87.64410023548297
BROADWAY & BELMONT AVE,32844,16317,16527,49.68030690537084,50.31969309462916,41.94009792795049,-87.64546227380569
BROADWAY & BERWYN AVE,15633,7746,7887,49.54903089618116,50.45096910381884,41.97834849658698,-87.65976202177987
BROADWAY & CORNELIA AVE,40864,20745,20119,50.76595536413469,49.23404463586531,41.945520069756775,-87.64645099753618
BROADWAY & GRANVILLE AVE,14336,7048,7288,49.16294642857143,50.83705357142857,41.994778923141396,-87.66028409007156
BROADWAY & RIDGE AVE,13678,6691,6987,48.91797046351806,51.08202953648194,41.9840419659521,-87.66027421702414
BROADWAY & SHERIDAN RD,31205,15871,15334,50.86043903220638,49.13956096779362,41.95280167670264,-87.65000330858885
BROADWAY & THORNDALE AVE,15163,7450,7713,49.132757369913605,50.867242630086395,41.98974650617809,-87.66013988739863
BROADWAY & WAVELAND AVE,44413,22078,22335,49.71067029923671,50.28932970076329,41.9490658418778,-87.64863083187346
BROADWAY & WILSON AVE,23405,11737,11668,50.14740440076907,49.85259559923093,41.965210138691916,-87.65819446600364
BUCKINGHAM - FOUNTAIN,380,207,173,54.473684210526315,45.526315789473685,41.87662632340702,-87.62046384759122
BUCKINGHAM FOUNTAIN,7180,4073,3107,56.72701949860724,43.27298050139276,41.87530518846022,-87.62089767026629
BUCKINGHAM FOUNTAIN (COLUMBUS/BALBO),306,147,159,48.03921568627451,51.96078431372549,41.87149287034858,-87.6235200872963
BUCKINGHAM FOUNTAIN (MICHIGAN/11TH),1,1,0,100,0,41.876423,-87.620339
BUCKINGHAM FOUNTAIN (TEMP),8733,4547,4186,52.06687278140387,47.93312721859613,41.868920271278824,-87.62377155195351
BUDLONG WOODS LIBRARY,1839,897,942,48.776508972267536,51.223491027732464,41.9836710369016,-87.69642337484899
BURLING ST & DIVERSEY PKWY,27887,13661,14226,48.98698318212787,51.01301681787213,41.933124069782146,-87.64775615980068
BURNHAM GREENWAY & 105TH ST,227,113,114,49.779735682819386,50.220264317180614,41.70458654504512,-87.52826324452992
BURNHAM GREENWAY & 112TH ST,692,355,337,51.30057803468208,48.69942196531792,41.691771911531106,-87.53043831476695
BURNHAM HARBOR,19358,9656,9702,49.88118607294142,50.11881392705858,41.85742515646023,-87.61379812980412
CALIFORNIA & 16TH ST,438,228,210,52.054794520547944,47.945205479452056,41.859426069501524,-87.69654677494064
CALIFORNIA AVE & 21ST ST,1676,831,845,49.582338902147974,50.417661097852026,41.85379508939084,-87.6957700497791
CALIFORNIA AVE & 23RD PL,1208,645,563,53.39403973509934,46.60596026490066,41.84911599155615,-87.69514035165822
CALIFORNIA AVE & 26TH ST,520,257,263,49.42307692307692,50.57692307692308,41.843693357943764,-87.69495389133554
CALIFORNIA AVE & 29TH ST,74,42,32,56.75675675675676,43.24324324324324,41.84018160694595,-87.69323549492343
CALIFORNIA AVE & 36TH ST,249,143,106,57.429718875502004,42.570281124497996,41.828881741708166,-87.69284967603481
CALIFORNIA AVE & 71ST ST,33,13,20,39.39393939393939,60.60606060606061,41.764752934343434,-87.69312216666667
CALIFORNIA AVE & ALTGELD ST,8158,3971,4187,48.676146114243686,51.323853885756314,41.926673316585926,-87.69768573472011
CALIFORNIA AVE & BYRON ST,5074,2497,2577,49.21166732361056,50.78833267638944,41.95216201138022,-87.69805630067928
CALIFORNIA AVE & CORTEZ ST,12813,6177,6636,48.20885038632639,51.79114961367361,41.9003638998055,-87.69669889250542
CALIFORNIA AVE & DIVISION ST,8546,4166,4380,48.74795225836649,51.25204774163351,41.903029505741905,-87.69748845849712
CALIFORNIA AVE & FLETCHER ST,7021,2991,4030,42.600769121207804,57.399230878792196,41.93843267232124,-87.69800648553
CALIFORNIA AVE & FRANCIS PL,8212,4176,4036,50.85241110569898,49.14758889430102,41.9185172397411,-87.69742460208606
CALIFORNIA AVE & FRANCIS PL (TEMP),2329,1184,1145,50.837269214255045,49.162730785744955,41.91849828062781,-87.69741559370479
CALIFORNIA AVE & GRANVILLE AVE,43,20,23,46.51162790697674,53.48837209302326,41.99403251889147,-87.6992985827907
CALIFORNIA AVE & LAKE ST,1863,1122,741,60.225442834138484,39.774557165861516,41.88445797741028,-87.69627528355376
CALIFORNIA AVE & MARQUETTE RD,185,104,81,56.21621621621622,43.78378378378378,41.77098022803604,-87.6920619320018
CALIFORNIA AVE & MILWAUKEE AVE,23403,11649,11754,49.77566978592488,50.22433021407512,41.92268730320087,-87.6971475909312
CALIFORNIA AVE & MONTROSE AVE,6927,3405,3522,49.15547856214812,50.84452143785188,41.9610649008538,-87.6954337758934
CALIFORNIA AVE & NORTH AVE,8676,4346,4330,50.09220839096358,49.90779160903642,41.910449321583286,-87.6974345884399
CALIFORNIA AVE & WINONA ST,1403,732,671,52.17391304347826,47.82608695652174,41.97255116388667,-87.69882827209693
CALUMET AVE & 18TH ST,16524,8132,8392,49.21326555313483,50.78673444686517,41.85764797464545,-87.6194605864788
CALUMET AVE & 21ST ST,8682,4224,4458,48.65238424326192,51.34761575673808,41.85417272370933,-87.61915859860991
CALUMET AVE & 33RD ST,23767,11968,11799,50.35553498548408,49.64446501451592,41.83489721400959,-87.61793129037294
CALUMET AVE & 35TH ST,8038,3928,4110,48.86787758148793,51.13212241851207,41.831371726995975,-87.61803259786741
CALUMET AVE & 51ST ST,2143,1045,1098,48.763415772281846,51.236584227718154,41.80228712883667,-87.6180592779757
CALUMET AVE & 71ST ST,340,170,170,50,50,41.76551260961578,-87.61692354521078
CALUMET PARK,315,158,157,50.15873015873016,49.84126984126984,41.71371008413763,-87.53084256038383
CAMPBELL AVE & 51ST ST,237,143,94,60.33755274261603,39.66244725738397,41.80063745580309,-87.68782622105626
CAMPBELL AVE & AUGUSTA BLVD,2885,1702,1183,58.994800693240904,41.005199306759096,41.8995573264803,-87.68949591303281
CAMPBELL AVE & FULLERTON AVE,6679,3308,3371,49.528372510854915,50.471627489145085,41.924365297989176,-87.68878596542662
CAMPBELL AVE & IRVING PARK RD,1205,662,543,54.93775933609958,45.06224066390042,41.95231271921549,-87.69050850350955
CAMPBELL AVE & MONTROSE AVE,5863,2895,2968,49.37745181647621,50.62254818352379,41.96153412946745,-87.6911894594691
CAMPBELL AVE & MONTROSE AVE (TEMP),420,207,213,49.285714285714285,50.714285714285715,41.96152949540022,-87.6929123409418
CAMPBELL AVE & NORTH AVE,11890,6019,5871,50.62237174095879,49.37762825904121,41.91052978447667,-87.6895549345176
CANAL ST & ADAMS ST,46140,22949,23191,49.73775465973125,50.26224534026875,41.879286183953226,-87.63993325876856
CANAL ST & HARRISON ST,5970,3193,2777,53.484087102177554,46.515912897822446,41.874255011883555,-87.63956894274604
CANAL ST & JACKSON BLVD,27787,14135,13652,50.86911145499694,49.13088854500306,41.87726730984435,-87.6393963292538
CANAL ST & MADISON ST,36806,18089,18717,49.14687822637613,50.85312177362387,41.88235427951847,-87.63976613877526
CANAL ST & MONROE ST,31944,16089,15855,50.36626596543952,49.63373403456048,41.881688987493696,-87.63951700063463
CANAL ST & TAYLOR ST,13041,6399,6642,49.06832298136646,50.93167701863354,41.8702371550911,-87.6394739498206
CANNON DR & FULLERTON AVE,12437,6110,6327,49.1276031197234,50.8723968802766,41.92674318639481,-87.63443453413502
CARPENTER ST & 63RD ST,45,16,29,35.55555555555556,64.44444444444444,41.779874995785185,-87.65092062297778
CARPENTER ST & HURON ST,21697,11419,10278,52.629395769000325,47.370604230999675,41.89455643207307,-87.65345222636137
CENTRAL AVE & CHICAGO AVE,618,318,300,51.45631067961165,48.54368932038835,41.89495882830043,-87.7649040483123
CENTRAL AVE & HARRISON ST,209,104,105,49.760765550239235,50.239234449760765,41.87299820701595,-87.7645015304689
CENTRAL AVE & LAKE ST,433,221,212,51.03926096997691,48.96073903002309,41.88766667564819,-87.76546577361201
CENTRAL AVE & MADISON ST,256,142,114,55.46875,44.53125,41.8801225133125,-87.76322903573958
CENTRAL AVE & PARKER AVE,580,324,256,55.86206896551724,44.13793103448276,41.93005976435115,-87.76859956346897
CENTRAL AVE & ROSCOE ST,446,242,204,54.26008968609865,45.73991031390135,41.94093135306801,-87.76873444550299
CENTRAL PARK & AUGUSTA BLVD,268,134,134,50,50,41.899120595411695,-87.71721691661318
CENTRAL PARK AVE & 24TH ST,700,336,364,48,52,41.848107533414286,-87.71508043278334
CENTRAL PARK AVE & BLOOMINGDALE AVE,5555,2663,2892,47.93879387938794,52.06120612061206,41.91416441150597,-87.71675916513028
CENTRAL PARK AVE & DOUGLAS BLVD,152,71,81,46.71052631578947,53.28947368421053,41.86190601580483,-87.71661436651316
CENTRAL PARK AVE & ELBRIDGE AVE,6092,3000,3092,49.24491135915955,50.75508864084045,41.9353429057348,-87.71687440761343
CENTRAL PARK AVE & NORTH AVE,2459,1263,1196,51.362342415616105,48.637657584383895,41.909656094760756,-87.71664301289204
CENTRAL PARK AVE & OGDEN AVE,1471,783,688,53.22909585316111,46.77090414683889,41.854022811501714,-87.71507704443984
CENTRAL PARK AVE & OHIO ST,194,105,89,54.123711340206185,45.876288659793815,41.89077097520447,-87.7185246935189
CENTRAL PARK BLVD & 5TH AVE,354,162,192,45.76271186440678,54.23728813559322,41.875676691038606,-87.71547556568079
CENTRAL ST & GIRARD AVE,2180,1077,1103,49.403669724770644,50.596330275229356,42.064309720595105,-87.68614868471712
CENTRAL ST METRA,2328,1137,1191,48.84020618556701,51.15979381443299,42.06366368248969,-87.69871974901947
CHERRY AVE & BLACKHAWK ST,4585,2256,2329,49.20392584514722,50.79607415485278,41.90722371571334,-87.6556314505782
CHICAGO AVE & SHERIDAN RD,8957,4523,4434,50.49681813107067,49.50318186892933,42.05048899834156,-87.67781981002955
CHICAGO AVE & WASHINGTON ST,5935,2923,3012,49.25021061499579,50.74978938500421,42.03256336521657,-87.679128110611
CHICAGO STATE UNIVERSITY,986,516,470,52.33265720081136,47.66734279918864,41.71896528375387,-87.60833684703263
CHRISTIANA AVE & LAWRENCE AVE,3772,1878,1894,49.787910922587486,50.212089077412514,41.96832402940746,-87.7118237780452
CICERO AVE & FLOURNOY ST,208,104,104,50,50,41.87213486500962,-87.74662842459615
CICERO AVE & GRACE ST,398,215,183,54.02010050251256,45.97989949748744,41.949801121546066,-87.74766590428811
CICERO AVE & LAKE ST,355,194,161,54.647887323943664,45.352112676056336,41.8868539574338,-87.74530107708263
CICERO AVE & QUINCY ST,210,103,107,49.04761904761905,50.95238095238095,41.8776117484873,-87.74539848195715
CITYFRONT PLAZA DR & PIONEER CT,24031,12731,11300,52.97740418625941,47.02259581374059,41.89054369956514,-87.62207253087614
CLAREMONT AVE & HIRSCH ST,6146,3217,2929,52.34298730881874,47.65701269118126,41.90777225990346,-87.68585784858239
CLARENDON AVE & GORDON TER,29513,14885,14628,50.435401348558266,49.564598651441734,41.95785016174978,-87.649504753194
CLARENDON AVE & JUNIOR TER,22730,11449,11281,50.369555653321605,49.630444346678395,41.96099254315377,-87.64958167801126
CLARENDON AVE & LELAND AVE,13422,6703,6719,49.94039636417821,50.05960363582179,41.96796034782484,-87.65001180837605
CLARK ST & 9TH ST (AMLI),11059,5799,5260,52.43692919793833,47.56307080206167,41.87081446637655,-87.63122046060862
CLARK ST & ARMITAGE AVE,52786,26382,26404,49.979161141211684,50.020838858788316,41.918297572682135,-87.63629443513157
CLARK ST & BERWYN AVE,25459,12312,13147,48.360108409599746,51.639891590400254,41.97801430130844,-87.66842789743234
CLARK ST & BRYN MAWR AVE,19201,9311,9890,48.49226602781105,51.50773397218895,41.983581700204,-87.66915854590508
CLARK ST & CHICAGO AVE,21127,11051,10076,52.30747384862971,47.69252615137029,41.896732519944464,-87.63088573112246
CLARK ST & COLUMBIA AVE,5095,2573,2522,50.500490677134444,49.499509322865556,42.00445226786554,-87.67240102427587
CLARK ST & DRUMMOND PL,42330,20807,21523,49.15426411528467,50.84573588471533,41.93124078967548,-87.64432264843465
CLARK ST & ELM ST,69705,35283,34422,50.617602754465246,49.382397245534754,41.90294010599697,-87.63134371562441
CLARK ST & ELMDALE AVE,7505,3672,3833,48.927381745503,51.072618254497,41.99085801363262,-87.66971042541003
CLARK ST & GRACE ST,26493,13432,13061,50.70018495451629,49.29981504548371,41.950795829702535,-87.65918126072505
CLARK ST & IDA B WELLS DR,14772,8182,6590,55.38857297590035,44.61142702409965,41.875938203006704,-87.63062965412801
CLARK ST & JARVIS AVE,2458,1320,1138,53.70219690805533,46.29780309194467,42.01596426174966,-87.67500271454149
CLARK ST & LAKE ST,30929,15703,15226,50.77112095444405,49.22887904555595,41.88600406953138,-87.63091218875104
CLARK ST & LELAND AVE,20102,10127,9975,50.37807183364839,49.62192816635161,41.96708089211627,-87.6673363527183
CLARK ST & LINCOLN AVE,50142,25005,25137,49.86837381835587,50.13162618164413,41.915697756588976,-87.63460554526755
CLARK ST & LUNT AVE,8445,4292,4153,50.82297217288336,49.17702782711664,42.00901193460009,-87.67415048320423
CLARK ST & MONTROSE AVE,14997,7697,7300,51.32359805294392,48.67640194705608,41.96156751651029,-87.66608503202853
CLARK ST & NEWPORT ST,43767,21954,21813,50.1610802659538,49.8389197340462,41.9445275544118,-87.6546971630413
CLARK ST & NORTH AVE,24298,11998,12300,49.37854967487036,50.62145032512964,41.9119701392467,-87.63196016413382
CLARK ST & RANDOLPH ST,28374,14384,13990,50.69429759639106,49.30570240360894,41.88458331107058,-87.63184852855365
CLARK ST & SCHILLER ST,36126,18410,17716,50.96052704423407,49.03947295576593,41.907983316090935,-87.63152732169613
CLARK ST & SCHREIBER AVE,7062,3467,3595,49.09374114981592,50.90625885018408,41.99952676940978,-87.6708104416127
CLARK ST & TOUHY AVE,2201,1172,1029,53.24852339845525,46.75147660154475,42.012562839433166,-87.67433136314699
CLARK ST & WELLINGTON AVE,33100,16516,16584,49.89728096676737,50.10271903323263,41.936496852891175,-87.64755324947244
CLARK ST & WINNEMAC AVE,31360,15645,15715,49.888392857142854,50.111607142857146,41.9733413192669,-87.66784789812475
CLARK ST & WRIGHTWOOD AVE,47390,23581,23809,49.75944292044735,50.24055707955265,41.92954611728913,-87.64312921998791
CLIFTON AVE & ARMITAGE AVE,21635,10470,11165,48.39380633233187,51.60619366766813,41.91821414728575,-87.65695737193312
CLINTON ST & 18TH ST,6490,3090,3400,47.611710323574734,52.388289676425266,41.85794198229014,-87.6408316195549
CLINTON ST & JACKSON BLVD,44764,22307,22457,49.83245465105889,50.16754534894111,41.87833501328126,-87.64104113451451
CLINTON ST & LAKE ST,35420,18018,17402,50.869565217391305,49.130434782608695,41.885614042823015,-87.64184754939185
CLINTON ST & MADISON ST,52901,25899,27002,48.9574866259617,51.0425133740383,41.882681091424104,-87.64119057124286
CLINTON ST & POLK ST,2395,1143,1252,47.724425887265134,52.275574112734866,41.87146252469797,-87.64094371190002
CLINTON ST & ROOSEVELT RD,15764,7585,8179,48.11596041613804,51.88403958386196,41.867121551432085,-87.6410802004556
CLINTON ST & TILDEN ST,9352,5017,4335,53.64627887082977,46.35372112917023,41.8758799778364,-87.64077744926134
CLINTON ST & WASHINGTON BLVD,63349,31358,31991,49.500386746436405,50.499613253563595,41.8833829965902,-87.64120800243697
CLYBOURN AVE & DIVISION ST,13448,6894,6554,51.264128494943485,48.735871505056515,41.9046046552781,-87.64056111778791
CLYDE AVE & 87TH ST,177,88,89,49.717514124293785,50.282485875706215,41.73716634548674,-87.57271832452095
COLUMBUS DR & RANDOLPH ST,36555,20054,16501,54.859800300916426,45.140199699083574,41.884681337282785,-87.61953590714013
COMMERCIAL AVE & 100TH ST,82,42,40,51.21951219512195,48.78048780487805,41.713316244351425,-87.55111742485067
COMMERCIAL AVE & 130TH ST,423,195,228,46.09929078014184,53.90070921985816,41.65914593727931,-87.55076203172864
COMMERCIAL AVE & 83RD ST,332,167,165,50.30120481927711,49.69879518072289,41.744617162698795,-87.55120689440763
CONSERVATORY DR & LAKE ST,1362,664,698,48.751835535976504,51.248164464023496,41.88550051611552,-87.71686463566348
CONSTANCE AVE & 95TH ST,242,104,138,42.97520661157025,57.02479338842975,41.722267983582654,-87.57896742292675
CORNELL AVE & HYDE PARK BLVD,13954,7144,6810,51.19678945105346,48.80321054894654,41.802413152515314,-87.58691766134498
CORNELL DR & HAYES DR,10,3,7,30,70,41.780595,-87.584846
COTTAGE GROVE AVE & 111TH PL,233,128,105,54.93562231759657,45.06437768240343,41.69169624425319,-87.61000502234295
COTTAGE GROVE AVE & 43RD ST,2328,1126,1202,48.36769759450172,51.63230240549828,41.816493380284506,-87.6065887086933
COTTAGE GROVE AVE & 47TH ST,2755,1397,1358,50.70780399274047,49.29219600725953,41.80985243126509,-87.60675389049595
COTTAGE GROVE AVE & 51ST ST,3143,1591,1552,50.620426344257076,49.379573655742924,41.803031936250825,-87.60661444832634
COTTAGE GROVE AVE & 63RD ST,2809,1380,1429,49.12780348878604,50.87219651121396,41.78054864163246,-87.60599820256404
COTTAGE GROVE AVE & 67TH ST,832,405,427,48.67788461538461,51.32211538461539,41.77372583623117,-87.60563982021955
COTTAGE GROVE AVE & 71ST ST,220,115,105,52.27272727272727,47.72727272727273,41.76572510226909,-87.60498857924696
COTTAGE GROVE AVE & 78TH ST,153,77,76,50.326797385620914,49.673202614379086,41.75317822800654,-87.60502148953594
COTTAGE GROVE AVE & 83RD ST,736,343,393,46.60326086956522,53.39673913043478,41.74344378213632,-87.60484097988814
COTTAGE GROVE AVE & OAKWOOD BLVD,2072,1030,1042,49.71042471042471,50.28957528957529,41.82301138783301,-87.60711191990686
DALEY CENTER PLAZA,37028,18618,18410,50.28086853192179,49.71913146807821,41.88420542679109,-87.62961978146942
DAMEN AVE & 33RD ST,67,46,21,68.65671641791045,31.34328358208955,41.834095609686564,-87.67557359074627
DAMEN AVE & 51ST ST,263,127,136,48.28897338403042,51.71102661596958,41.80090469341572,-87.67467529439163
DAMEN AVE & 59TH ST,403,192,211,47.64267990074442,52.35732009925558,41.78587711643655,-87.67390404762072
DAMEN AVE & 74TH ST,126,65,61,51.58730158730159,48.41269841269841,41.759276136948394,-87.67364375602075
DAMEN AVE & CHARLESTON ST,12176,6068,6108,49.83574244415243,50.16425755584757,41.92006993122552,-87.67788207876875
DAMEN AVE & CHICAGO AVE,21212,10115,11097,47.685272487271355,52.314727512728645,41.89573024761841,-87.67718453240647
DAMEN AVE & CLYBOURN AVE,9824,4668,5156,47.51628664495114,52.48371335504886,41.9319233417123,-87.67783665381324
DAMEN AVE & CORTLAND ST,23030,11263,11767,48.90577507598784,51.09422492401216,41.91598338282873,-87.67732277708643
DAMEN AVE & COULTER ST,1462,712,750,48.700410396716826,51.299589603283174,41.84919702619631,-87.6756412354617
DAMEN AVE & CULLERTON ST,5322,2519,2803,47.33183013904547,52.66816986095453,41.854969302352956,-87.67567941246458
DAMEN AVE & DIVISION ST,15904,7830,8074,49.232897384305836,50.767102615694164,41.90325847553333,-87.67844776610997
DAMEN AVE & FOSTER AVE,9811,4943,4868,50.38222403424727,49.61777596575273,41.975613497989656,-87.67946064742611
DAMEN AVE & GRAND AVE,11718,5919,5799,50.512032770097285,49.487967229902715,41.892420531310464,-87.67689123866278
DAMEN AVE & LELAND AVE,13101,6695,6406,51.10296923898939,48.89703076101061,41.96709447066486,-87.679043736721
DAMEN AVE & MADISON ST,5797,3011,2786,51.940658961531824,48.059341038468176,41.88140157268288,-87.67492151559611
DAMEN AVE & MELROSE AVE,8108,3922,4186,48.37197829304391,51.62802170695609,41.940582551847605,-87.67852392460063
DAMEN AVE & PERSHING RD,604,315,289,52.152317880794705,47.847682119205295,41.82319376384051,-87.67660213239957
DAMEN AVE & PIERCE AVE,41374,20000,21374,48.33953690723643,51.66046309276357,41.909394327019,-87.6776881075532
DAMEN AVE & SUNNYSIDE AVE,7660,3900,3760,50.91383812010444,49.08616187989556,41.96324935895379,-87.67926789485092
DAMEN AVE & THOMAS ST (AUGUSTA BLVD),16060,8416,7644,52.40348692403487,47.59651307596513,41.901323077243646,-87.67741386503636
